Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Sohrai inn,4.5,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1317.0
Chanakya BNR Hotel,4.4,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7116.0
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,3087.0
Capitol Hill,4.3,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6318.0
Divisha The Bali Resort,4.9,ranchi,0,0,0,0,0,0,0,0,0,840.0
Divisha Hotel Marina,4.7,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,1624.0
"Le Lac Sarovar Portico, Ranchi",4.2,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7056.0
Hotel AVN Grand,4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600.0
The Royal Retreat,4.2,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4255.0
Treebo Trend Lalaji'S Executive,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2444.0
Treebo Trend Admiral Suites,3.5,aurangabad,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,2451.0
Zostel Aurangabad,4.4,aurangabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0,1219.0
MTDC Aurangabad Resort,3.8,aurangabad,Free breakfast,Paid parking,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,1680.0
Hotel Royal Regency,3.7,aurangabad,2-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,914.0
Hotel Modi Samrat,4.3,aurangabad,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,1263.0
Ginger Aurangabad,4.0,aurangabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2799.0
Hotel J P International,3.7,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2513.0
Hotel Holiday Era Lodging,3.5,aurangabad,2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,871.0
7 Apple Hotel - Aurangabad,4.0,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly,2244.0
Hotel Holiday Pride,4.2,aurangabad,0,0,0,0,0,0,0,0,0,1813.0
Hotel The Sky Court,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1836.0
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,aurangabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,9636.0
"Ambassador Ajanta Hotel, Aurangabad",4.2,aurangabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4322.0
"The Fern Residency, Aurangabad",4.1,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4928.0
Aurangabad Gymkhana Club Hotel,4.1,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,2573.0
Hotel Grand Ecotel,4.2,aurangabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2204.0
Hotel kartiki,4.0,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,1087.0
Lemon Tree Hotel,4.2,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6215.0
Enrise By Sayaji,4.2,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3348.0
The Manor Hotel,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2566.0
Radhika Ex,3.9,aurangabad,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Kid-friendly,Smoke-free,0,2357.0
Novotel Ahmedabad,4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6042.0
The Grand Bhagwati,4.3,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4854.0
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Accessible,4007.0
"Taj Skyline, Ahmedabad",4.5,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle,8064.0
Hyatt Regency Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6490.0
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5334.0
Hotel Eldorado,4.3,ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3100.0
Courtyard by Marriott Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7263.0
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11400.0
Novotel Ahmedabad,4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5913.0
Hyatt Ahmedabad,4.5,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5475.0
Ramada by Wyndham Ahmedabad,4.0,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680.0
Radhe Upavan Resort,4.4,ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5206.0
Agrasen Foundation,4.2,ahmedabad,0,0,0,0,0,0,0,0,0,1765.0
Aarya Grand Hotels & Resorts,4.2,ahmedabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3091.0
DoubleTree by Hilton Ahmedabad,4.5,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6182.0
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4929.0
in&out AC Dormitory Ahmedabad,4.1,ahmedabad,1-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Airport shuttle,Full-service laundry,0,0,646.0
Tribecca Select,4.3,ahmedabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2097.0
BloomSuites | Ahmedabad,4.2,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4333.0
Deewanji Ni Haveli | Rooms & Restaurant,2.8,ahmedabad,Sleeps 12,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,5003.0
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5543.0
Hyatt Regency Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6552.0
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6630.0
Regenta Central Amritsar,4.2,amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,5599.0
Fairfield by Marriott Amritsar,4.3,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5509.0
Regenta Central Amritsar,4.2,amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4117.0
Courtyard by Marriott Amritsar,4.4,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6046.0
Hyatt Regency Amritsar,4.3,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,8367.0
Fabhotels - Hotel Le Golden,3.8,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1326.0
Regenta Place Amritsar,4.2,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4321.0
Madpackers Amritsar,4.4,amritsar,Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0,732.0
"Taj Swarna, Amritsar",4.4,amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11800.0
Ramada by Wyndham Amritsar,4.3,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,6660.0
Treehouse London Street Amritsar,4.1,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,2669.0
HolidayVilla Amritsar,4.9,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,2455.0
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5991.0
Hotel Amritsar International,4.0,amritsar,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1900.0
Hotel Anchit - Walking Distance To Golden Temple,4.4,amritsar,Breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Full-service laundry,Smoke-free,0,0,1176.0
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,2306.0
BR Grand Amritsar,4.4,amritsar,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2326.0
"Serenity Bangla, Amritsar",4.2,amritsar,Sleeps 4,1 bedroom,Air conditioning,Fireplace,Kitchen,Free parking,Free Wi-Fi,No crib,No elevator,2485.0
The Landmark Amritsar : Near Golden Temple,4.3,amritsar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,3581.0
Hotel Sapphire Opposite Golden Temple,4.1,amritsar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2246.0
Shine Star By Tag Your Trip Near Golden Temple,3.8,amritsar,House,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,820.0
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,2999.0
Fairfield by Marriott Amritsar,4.3,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6047.0
Hotel Nagpal REGENCY,3.9,ludhiana,3-star hotel,Breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2666.0
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2472.0
"Radisson Blu Hotel, Ludhiana",4.4,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7602.0
Hotel Brown,3.5,ludhiana,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,903.0
Clarks Inn Express Ludhiana,4.7,ludhiana,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,0,3948.0
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3058.0
Keys Select Ludhiana - By Lemon Tree Hotels,3.9,ludhiana,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3078.0
Hotel Ludhiana Regency,4.2,ludhiana,Breakfast,Free Wi-Fi,Free parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1562.0
Regenta Central Klassik,4.3,ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4941.0
The Palm Court,4.3,ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4326.0
Hotel Maharaja Regency,4.4,ludhiana,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service,4792.0
Hotel The Retro Regency,4.4,ludhiana,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1679.0
Hotel Kohinoor Palace & Banquets,3.9,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1905.0
Park Plaza Ludhiana,4.2,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,8057.0
Leo Fort Hotel,3.9,ludhiana,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0,2735.0
Hotel NAT GRAND REGENCY,5.0,ludhiana,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Accessible,2912.0
AAGAAZ Hotel,4.4,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2615.0
Grand Marian Hotel,4.1,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2995.0
Hyatt Regency Ludhiana,4.4,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11266.0
Itsy By Treebo - P Grand,4.0,ludhiana,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,1733.0
The Stories,4.0,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,3359.0
Hotel Hyphen Premier,4.2,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2094.0
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,1370.0
Hotel travel inn,3.6,meerut,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,0,815.0
Hotel DownTown,4.1,meerut,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Smoke-free,0,0,0,0,947.0
Garden City Resorts | Rooms & Restaurant,3.8,meerut,Sleeps 9,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,No crib,No fitness center,3220.0
Hotel Hyphen Premier,4.2,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2010.0
Crystal Palace,3.9,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2673.0
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,674.0
The Grand Alora | Best Family Restaurent in Meerut,4.7,meerut,0,0,0,0,0,0,0,0,0,2492.0
Hotel Green Embassy (Rooms and Restaurant),4.1,meerut,0,0,0,0,0,0,0,0,0,1814.0
-,3.9,meerut,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,4680.0
Hotel Samrat Heavens,3.6,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2289.0
TIVOLI IMPERIAL RESORT,4.1,meerut,0,0,0,0,0,0,0,0,0,1803.0
3rd Milestone,4.4,meerut,0,0,0,0,0,0,0,0,0,2870.0
Green Serene Abode,4.9,meerut,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Accessible,Kid-friendly,2652.0
Crystal Palace,3.9,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2923.0
Hotel Samrat Heavens,3.6,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2298.0
Grand Mercure Vadodara Surya Palace,4.4,vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4237.0
"The Fern - An Ecotel Hotel, Vadodara",4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4535.0
Courtyard by Marriott Vadodara,4.5,vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3920.0
Shagun Residency,3.5,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,835.0
Agrawal bhavan guest house,3.5,vadodara,2-star hotel,Free Wi-Fi,Free parking,Pool,Full-service laundry,0,0,0,0,657.0
Grand Mercure Vadodara Surya Palace,4.4,vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3770.0
Hotel Royal Vadodara,3.4,vadodara,2-star hotel,Breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,883.0
Four Points by Sheraton Vadodara,4.2,vadodara,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3919.0
Best Western Alkapuri,4.0,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,1529.0
Hotel Ideal vadodara,3.9,vadodara,3-star hotel,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,876.0
Kabir Hotel and Spa,4.4,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3240.0
Effotel By Sayaji Vadodara,4.4,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2874.0
Regenta Inn Vadodara,4.0,vadodara,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,2352.0
Sayaji Hotel Vadodara,4.4,vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4659.0
Royal Orchid Central,4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3031.0
7 Apple Hotel - Vadodara,4.4,vadodara,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Accessible,1352.0
Hotel Express Residency,4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3106.0
Comfort Inn Donil,3.8,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Restaurant,2179.0
Vivanta Vadodara,4.4,vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8476.0
Ginger Vadodara,3.9,vadodara,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2462.0
Four Points by Sheraton Vadodara,4.2,vadodara,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3920.0
Hotel Casa Vadodara (Treebo Trend Casa),3.9,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2400.0
Treebo Trip Kiran - Hotel in Raipur,4.0,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2675.0
The Downton Hotel,4.0,raipur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,Airport shuttle,3301.0
Hotel Meera,3.8,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,959.0
"Tulip Arena | Hotel, Club & Events by SGL |",4.6,raipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2586.0
Le Roi Raipur Hotel,4.1,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1789.0
Club Paraiso,4.3,raipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2564.0
Aloha City Stay,4.0,raipur,2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,808.0
Hotel Shivam Residency,3.9,raipur,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,1291.0
"Hotel Singhania Sarovar Portico,Raipur",4.1,raipur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4032.0
Hyatt Raipur,4.3,raipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6188.0
Sayaji Hotel Raipur,4.3,raipur,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4381.0
Shri Shiva Palace,3.7,raipur,3-star hotel,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,0,736.0
Citrus Prime Raipur,4.2,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2544.0
Hotel Vennington Court,4.0,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3297.0
"Babylon International, Raipur",4.1,raipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,3977.0
Hotel Grand Canyon,3.9,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4479.0
"Babylon Capital, Raipur",4.2,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry,4875.0
Hotel Trimurti Inn,3.8,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,659.0
Hotel Punjab Palace,4.0,raipur,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1583.0
Hotel Shanti Home,3.4,raipur,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1391.0
Hotel Vennington Court,4.0,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3297.0
Hotel Simran,4.0,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1764.0
Treebo Trend C Plaza - MG Road Vijayawada,4.3,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2235.0
Treebo Trend Alankar Inn,3.7,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2769.0
Hotel Sree Vasudev,4.2,vijayawada,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Accessible,0,491.0
Hotel Kosala,4.3,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1460.0
"Lemon Tree Premier,Vijayawada",4.4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen,4949.0
